Word,Count
clarke,1
quasinorm,1
quasinormed,1
exhibited,1
2-tuples,1
3-tuples,1
hand-written,1
circumflex,1
pseudoscalar,1
behaves,1
hat,1
handles,1
footnote,1
lax,1
correctly,1
overtone,1
half-integer,1
graves-cayley,1
graves,1
approximations,1
addend,1
augend,1
qualification,1
pv,1
tirukkannapuram,1
negating,1
plotting,1
jean-robert,1
deca,1
dodeca,1
hendeca,1
icosa,1
uparrow,1
a008586,1
even-even,1
a005843,1
a005408,1
a071904,1
axiomatizaton,1
a000027,1
cut-off,1
axiomatization,1
remembers,1
song,1
chorus,1
peddero,1
jig,1
nursery,1
rhyme,1
struck,1
shepherds',1
pomerance,1
rumely,1
brun's,1
a065421,1
estimates,1
viggo,1
brun,1
a073340,1
gigantic,1
cogitata,1
physico-mathematica,1
doubled,1
supercomputers,1
hunting,1
casual,1
hobby,1
anyone,1
lucas-lehmer,1
laboriously,1
a002145,1
a129338,1
webpage,1
toyed,1
permi,1
decompositions,1
gap,1
a000961,1
quadruplet,1
a002144,1
isoprime,1
sheldon,1
marie-sophie,1
321,1
titanic,1
prime-pair,1
a001097,1
wall-sun-sun,1
alwin,1
a006562,1
a014545,1
a001605,1
a001606,1
a002385,1
a258706,1
a001223,1
a057705,1
a002110,1
a080076,1
a005384,1
a002235,1
a001220,1
a007540,1
dyadic,1
eta,1
rendering,1
teachers,1
top-heavy,1
interchangeable,1
aimed,1
market,1
worse,1
burn,1
drawback,1
admitted,1
cantor-dedekind,1
non-recurring,1
non-periodic,1
nonperiodic,1
recurs,1
numerical',1
a073226,1
a073230,1
a073229,1
apéry's,1
a002117,1
apéry,1
a005596,1
asankhyeya,1
romano,1
amedeo,1
carlo,1
avogadro,1
baker's,1
andré,1
bloch,1
a093823,1
bloom-schoenberg,1
bloom,1
schoenberg,1
soichi,1
kakeya,1
a033307,1
gawen,1
chebyshev-sylvester,1
sylvester,1
a033308,1
copeland,1
a003957,1
she,1
took,1
seemingly,1
mascheroni's,1
mascheroni,1
ferrier's,1
aimé,1
ferrier,1
gelfond's,1
a039661,1
gelfond-schneider,1
a007507,1
schneider,1
gigaplex,1
rarely-used,1
artists,1
divine,1
standardised,1
googol,1
googolplex,1
graham's,1
graham,1
a002162,1
gregory's,1
grégoire,1
saint-vincent,1
pioneers,1
gross,1
meissel-mertens,1
kronecker's,1
hadamard-de,1
vallée-poussin,1
vallée,1
poussin,1
meissel,1
franz,1
hundredth,1
jevons',1
jevons,1
hundred-hundred-thousand,1
landau-ramanujan,1
a064533,1
a030125,1
a012245,1
scandinavia,1
myriad,1
myriads,1
billions,1
gazillions,1
ogdoad,1
pakoti,1
pervushin's,1
ivan,1
mikheevich,1
pervushin,1
a060006,1
platin,1
siegel's,1
siegel,1
pythagoras's,1
a073012,1
a073011,1
score,1
skewes',1
skewes's,1
stolarsky-harborth,1
a077464,1
stolarsky,1
heiko,1
harborth,1
tenth,1
a005597,1
a114907,1
wilbraham-gibbs,1
036792,1
wilbraham,1
a001113,1
a073003,1
a001620,1
a001622,1
a030178,1
ludolphian,1
ludolph,1
ceulen,1
a004601,1
circle's,1
exceptionally,1
a068079,1
transliteration,1
tsu,1
ch'ung-chi's,1
trllion,1
adjectival,1
multigrade,1
advantageous,1
transforming,1
viewing,1
purity,1
theorist,1
won't,1
labour,1
sub-breeds,1
parenthesization,1
parenthesizations,1
dedekind-peano,1
imposition,1
depressed,1
cardano's,1
hexic,1
fallen,1
quadratics,1
paolo,1
ruffini,1
-equivariant,1
-submodule,1
clearer,1
-grading,1
grading,1
aumbiguity,1
quasi-local,1
nilradical,1
non-zero-divisor,1
accepting,1
imputed,1
inline,1
distributivity,1
well-understood,1
non-homogeneous,1
successive,1
converging,1
finite-sequence,1
frits,1
göbel,1
insertion,1
oscillate,1
subsequence,1
addressing,1
a000201,1
wythoff's,1
indentifies,1
countable-dimensional,1
countably-infinite-dimensional,1
infinite-dimensional,1
qualifier,1
unfortunate,1
side-effect,1
weakness,1
norbert,1
wiener,1
triad,1
oversimplification,1
obscures,1
crucial,1
order-inverting,1
antitone,1
a005166,1
order-reflecting,1
injectivity,1
less-aesthetic,1
neologism,1
-times,1
covectors,1
instantiated,1
vocalisation,1
function's,1
syntactical,1
disambiguate,1
unsatisfactory,1
prosthapheiresis,1
manipulate,1
superfactorial,1
solver,1
invited,1
normalized,1
zenzizenzizenzic,1
aurifeuillean,1
léon-françois-antoine,1
aurifeuille,1
greeks,1
romans,1
fibonacci-binomial,1
flexibility,1
subfactorial,1
a007318,1
visually,1
a010048,1
shallow,1
tastes,1
multiplications,1
student,1
incommensurability,1
porism,1
llet,1
factorion,1
a000178,1
adjugate,1
comatrix,1
cofactors,1
pseudoinverse,1
multilinear,1
trilinear,1
1947,1
mccrea,1
enrico,1
cayley-menger,1
menger,1
determinants,1
-immersion,1
pre-differentiable,1
pre-atlas,1
diffeomorphism,1
transition,1
constant-speed,1
frame-homogeneous,1
vallance,1
douglas,1
parametrization,1
unit-speed,1
geodesically,1
-normal,1
presheaves,1
presheaf,1
étalé,1
leftmost,1
written-down,1
technological,1
encoded,1
vectorization,1
ref,1
rref,1
constituent,1
standardly,1
skew-symmetric,1
ultrametric,1
averaging,1
ernesto,1
hypoelliptic,1
osgood,1
koopman,1
perron,1
contraction,1
similitude,1
trinomial,1
abridged,1
duodecimal,1
eleven,1
hexatrigesimal,1
unwary,1
readers,1
octonary,1
octenary,1
quaternary,1
quinary,1
senary,1
undecimal,1
vigesimal,1
cultures,1
european,1
thousands,1
separator,1
stringent,1
anti-pollution,1
enacted,1
enforced,1
quality,1
degraded,1
betty,1
elected,1
era,1
fussiness,1
ervin,1
labelling,1
unrestricted,1
categorization,1
asserts,1
multiplying,1
zig,1
joannes,1
essentially,1
translate,1
fractal,1
self-similarity,1
inhomogeneous,1
-diffeomorphism,1
inventing,1
infinitesimals,1
run-times',1
freedom-equations,1
divisor-finite,1
high-ranking,1
military,1
officer,1
xi,1
basel,1
-function,1
anti-period,1
a006890,1
a006891,1
offset,1
colin,1
maclaurin,1
momenta,1
pragmatically,1
prevalence,1
hamilton-jacobi,1
isoperimetrical,1
jacobi's,1
corroborated,1
brevity,1
fulfilled,1
vector-valued,1
e-function,1
triply,1
thrice,1
obtaining,1
wrońskian,1
refinements,1
clutter,1
discard,1
furnishes,1
differentials,1
boundary-value,1
ivp,1
symmetrization,1
styled,1
bernoulli's,1
transforms,1
shortly,1
picard,1
residual,1
wallis's,1
a007493,1
wallis',1
wallis,1
perturbation,1
slghtly,1
disturbances,1
euler-cauchy,1
equidimensional,1
decaying,1
decayed,1
charcoal,1
lascaux,1
caves,1
stokes',1
biddell,1
airy,1
diffusion,1
attribution,1
subtract,1
straightened,1
soft-science,1
cross-correlation,1
confirm,1
teach,1
feeds,1
amended,1
simplifies,1
opaque,1
split,1
bent,1
fredholm's,1
image-space,1
mellin,1
order-bounded,1
zero-limit,1
grandi's,1
luigi,1
painlevé,1
sigmoid,1
lambert-w,1
w-function,1
lambert's,1
log,1
antitrigonometric,1
arcus,1
right-hand-limit,1
left-hand-limit,1
antilog,1
briggs's,1
calculators,1
assembled,1
compartments,1
capital-letter,1
principal-value,1
saw,1
radó's,1
categorised,1
psi,1
merge,1
mathias,1
dilogarithm,1
spence,1
p-function,1
rafik,1
frequently-seen,1
gauss's,1
inaccurately,1
gauss',1
secantus,1
secare,1
co-see-kant,1
trigonometrie,1
mistranslation,1
sinus,1
fold,1
winding,1
bay,1
co-sign,1
coss,1
coz,1
tangentus,1
touching,1
tangere,1
co-tan-jent,1
trigonometrical,1
standardise,1
generalizations,1
up-complete,1
lsc,1
semicontinuous,1
specialisation,1
right-continuous,1
non-removable,1
saltus,1
nonremovable,1
a000364,1
a122045,1
abram,1
samoilovitch,1
besicovitch,1
eigenvector,1
bump,1
high-level,1
camillo,1
oswald,1
amandus,1
schwarz,1
sigma-additive,1
-additive,1
sigma-subadditive,1
-subadditive,1
-integral,1
-simple,1
otton,1
marcin,1
nikodym,1
predictably,1
-atoms,1
obfuscates,1
-invariant,1
judgment,1
anthropologists,1
tossing,1
cardboard,1
throw,1
flattish,1
face-up,1
predicted,1
equiprobable,1
ev,1
suffices,1
undergraduate,1
kolmogorov-sinai,1
measure-theoretic,1
ks,1
yakov,1
grigorevich,1
sinai,1
marginal,1
andreyevich,1
alliterated,1
centrality,1
mgf,1
-past,1
faro,1
coin-flipping,1
obverse,1
pdf,1
chi,1
agner,1
krarup,1
erlang,1
gig,1
three-parameter,1
expectations,1
sealy,1
gosset,1
sub-gaussian,1
waloddi,1
weibull,1
predict,1
multivariate,1
microscopic,1
serial,1
correlation,1
box-jenkins,1
prediction,1
pelham,1
gwilym,1
meirion,1
jenkins,1
nouns,1
diagrammatic,1
inferential,1
item,1
conduct,1
surveys,1
extract,1
activity,1
time-series,1
artificially,1
temperatures,1
bureau,1
lifetimes,1
television,1
tubes,1
company,1
bolts,1
factory,1
correlate,1
gather,1
unlikely,1
regards,1
baffled,1
dawn,1
er,1
elapse,1
speeding,1
slowing,1
bisectrix,1
a019685,1
a072097,1
targeted,1
traverse,1
kilometres,1
erroneous,1
superficial,1
unalike,1
non-alike,1
release,1
dipole,1
wavelength-weighted,1
emitted,1
angstrom,1
jonas,1
ångström,1
decametre,1
dekameter,1
decameter,1
furlong,1
statute,1
league,1
thou,1
micron,1
galaxies,1
non-scientific,1
light-year,1
lightyear,1
leuva,1
leuga,1
pace,1
candela,1
emits,1
steradian,1
pang,1
irritation,1
footwear,1
scruples,1
decency,1
him,1
unacceptable,1
stones,1
calcus,1
melting,1
a081801,1
siliqua,1
lord,1
midnight,1
calendars,1
puzzles,1
fortnight,1
leap,1
precession,1
hipparchus,1
nicaea,1
mistakenly,1
dishonestly,1
tropical,1
hijri,1
un-numbered,1
clocks,1
raison,1
d'être,1
artistic,1
o'clock,1
waldfried,1
wenzel,1
masses,1
newtons,1
ampère's,1
attractive,1
amp,1
andré-marie,1
ampère,1
prescott,1
seat,1
simon,1
nikola,1
alessandro,1
antonio,1
anastasio,1
volta,1
subdivide,1
atto-,1
centi-,1
exa-,1
femto-,1
giga-,1
hecto-,1
kilo-,1
mega-,1
micro-,1
milli-,1
nano-,1
peta-,1
pico-,1
tera-,1
yocto-,1
yotta-,1
zepto-,1
zetta-,1
editor's,1
habitually,1
cricket,1
apothecaries,1
recipes,1
scientists,1
solid-state,1
folk,1
firkin,1
chopin,1
centimetres,1
demi-bushel,1
gill,1
hogshead,1
barrel,1
kilderkin,1
peck,1
pipe,1
pottle,1
litre,1
litres,1
gallons,1
capacity,1
pitched,1
gets,1
lsb,1
msb,1
minimizes,1
jakob,1
summary,1
summaries,1
pictogram,1
scattergram,1
scatterplot,1
verb,1
mse,1
monitor,1
imitation,1
empirically,1
hybrid,1
diagnostic,1
checks,1
uncover,1
fit,1
diagnose,1
shocks,1
regression,1
compensated,1
adjustment,1
estimation,1
intervention,1
affects,1
compromised,1
forecasts,1
realizations,1
noise,1
obeyed,1
collector,1
emptied,1
ready,1
furnace,1
optimisation,1
bigger,1
plainly,1
-negative,1
hahn-jordan,1
recognises,1
-rectangle,1
evaluates,1
1801,1
haros,1
évaluer,1
une,1
avec,1
autant,1
decimals,1
voudra,1
trouver,1
approche,1
sensiblement,1
décimale,1
l'école,1
polytechnique,1
11,1
364,1
368,1
1816,1
phil,1
mag,1
47,1
385,1
386,1
a085846,1
foiaș',1
a085848,1
liminf,1
limsup,1
utilise,1
explore,1
surd,1
warrants,1
accessibility,1
recipe,1
reliant,1
transcluded,1
googling,1
eatery,1
emphasises,1
summational,1
concertina,1
preparing,1
closed-open,1
open-closed,1
compactifications,1
ask,1
bundle,1
roads,1
rome,1
quasi-coherent,1
loci,1
meager,1
non-meager,1
lindelöf,1
trend,1
favor,1
metacompact,1
paracompact,1
subcontinua,1
punctiform,1
continua,1
biconnected,1
zero-dimensional,1
covers,1
reals,1
twisting,1
inappropriate,1
adolescents,1
altered,1
antoine,1
isidore,1
arens-fort,1
alexandre,1
fortissimo,1
progressions,1
hillel,1
furstenberg,1
go-space,1
half-disc,1
hewitt's,1
edwin,1
hewitt,1
indiscrete,1
interlocking,1
lots,1
disc,1
michael's,1
nemytskii's,1
viktor,1
vladimirovich,1
odd-even,1
overlapping,1
sierpinski,1
eases,1
inconvenient,1
non-ascii,1
yurii,1
smirnov,1
sorgenfrey's,1
telophase,1
characterization,1
p-adic,1
bert,1
mendelson,1
imagine,1
grid,1
north-south,1
east-west,1
possbly,1
driver,1
constantly,1
brief,1
2021,1
earl,1
6th,1
nonprincipal,1
chromatic,1
allowable,1
neighbors,1
loop-multidigraph,1
unicursal,1
girth,1
nodal,1
labeling,1
unlabeled,1
loop-graphs,1
loop-multigraphs,1
pseudographs,1
counts,1
networks,1
transversable,1
suspected,1
semi-hamiltonian,1
coverage,1
toroidal,1
utilities,1
jørgen,1
edge-disjoint,1
deletion,1
counted,1
pseudograph,1
frequent,1
enhance,1
economy,1
searchable,1
descendant,1
doubletons,1
-subdivision,1
repeat,1
shake,1
pendent,1
nulhomotopic,1
nullhomotopic,1
waddell,1
tie,1
linking,1
seifert,1
prerequisites,1
quoting,1
isometries,1
distinguishable,1
-axioms,1
grassmannian,1
günter,1
jean-louis,1
koszul,1
stiefel,1
tullio,1
entourage,1
quasiuniform,1
entourages,1
uniformity,1
haversine,1
versine,1
quadrantal,1
umbral,1
objectis,1
designing,1
attract,1
attributes,1
kinematics,1
requirements,1
mensuration,1
management,1
organizations,1
operational,1
queueing,1
modeled,1
relativistic,1
statics,1
coherent,1
materialistic,1
colossal,1
illuminated,1
eclipse,1
outshining,1
brign,1
planetesimal,1
ptolemaic,1
epicycles,1
polaris,1
northeast,1
northwest,1
southeast,1
southwest,1
heliocentric,1
orbiting,1
eccentric,1
nickname,1
new-age,1
terra,1
anywhere,1
affectionately,1
homeworld,1
innermost,1
satellite,1
poetic,1
tom,1
petty,1
heartbreakers,1
moons,1
poetry,1
sol,1
overhead,1
equinoctial,1
solstitial,1
coaltitude,1
southward,1
northward,1
equatorial,1
ascension,1
trusted,1
perform,1
assessment,1
chemistry,1
ceases,1
composing,1
second-order,1
realistic,1
smeared,1
cloud,1
fragment,1
hydroxonium,1
detached,1
belonged,1
potassium,1
rubidium,1
uranium,1
caesium-,1
gold-,1
hydrogen-,1
lead-,1
heaviest,1
oxygen-,1
potassium-,1
radium-,1
rubidium-,1
uranium-,1
ionization,1
decision-maker,1
bayes',1
submission,1
confer,1
eductive,1
reconsider,1
maximise,1
collaborating,1
football,1
realization,1
fear,1
profitably,1
deviates,1
forbes,1
non-cooperative,1
her,1
fortunes,1
noncooperative,1
normalizing,1
systematic,1
emerge,1
specially,1
saddle,1
evolutive,1
1944,1
morgenstern,1
economic,1
competitive,1
diametrically,1
two-player,1
stravinsky,1
bos,1
battle,1
sexes,1
participants,1
female,1
prizefight,1
ballet,1
blotto,1
attacking,1
forbidden,1
resigns,1
knocking,1
nim,1
animals,1
fighting,1
cooperate,1
fight,1
doves,1
goodly,1
lose,1
escapes,1
controls,1
granting,1
animal,1
suspects,1
interviewed,1
sentenced,1
cooperating,1
confessing,1
submit,1
suffering,1
winner's,1
curse,1
spencer,1
heard,1
triumphant,1
announcement,1
spanks,1
castle,1
stalemate,1
en,1
passant,1
legal,1
staying,1
subgenre,1
explores,1
amusingly,1
belies,1
recreation,1
recreative,1
retrograde,1
visiting,1
returning,1
undesirability,1
attend,1
wooden,1
paired,1
upside,1
pretty,1
realm,1
forwards,1
propulsion,1
throwing,1
thrust,1
exhaust,1
consumed,1
purchasing,1
currency,1
dime,1
nickel,1
farthing,1
guinea,1
half-crown,1
singly,1
paltry,1
p'nce,1
b'nce,1
mce,1
sounding,1
six-bnce,1
enunciated,1
yes,1
guessed,1
ribald,1
humour,1
engineered,1
-preserving,1
body's,1
influences,1
masslessness,1
misinterpreted,1
ceiling-mounted,1
switch,1
illumination,1
similarly-configured,1
mass-point,1
swing,1
suspended,1
rises,1
impressed,1
resonant,1
rewrite,1
eigenfunction,1
antidifferentiation,1
membrane,1
associates,1
propagate,1
organisations,1
influenced,1
amber,1
glass,1
porcelain,1
shellac,1
antenna,1
collective,1
guide,1
antiparticle,1
utilitarian,1
inductor,1
resistor,1
italic,1
magnet,1
non-vortical,1
vortical,1
viscosity,1
exerts,1
analysing,1
harmonics,1
taut,1
motionless,1
non-moving,1
critically,1
damped,1
propelled,1
lagrange's,1
surroundings,1
overdamped,1
converted,1
shm,1
storing,1
resisting,1
deform,1
deformation,1
obeying,1
contant,1
stretchiness,1
reactions,1
tensile,1
compressive,1
shear,1
resists,1
underdamped,1
neo-latin,1
pendulus,1
propagates,1
thermal,1
reached,1
dominant,1
acted,1
point-function,1
realised,1
oscillator,1
wavelength,1
stimulate,1
senses,1
day-to-day,1
deployment,1
love,1
cuddly,1
toys,1
holiday,1
petersburg,1
suitcase,1
unchanging,1
aural,1
sensory,1
aesthetically,1
pleasing,1
well-tempered,1
semitones,1
nuclear,1
diminished,1
areal,1
equi-density,1
constituents,1
fundamentally,1
dimensionless,1
arnold,1
heisenberg's,1
interrelated,1
appreciable,1
abacuses,1
abaci,1
calculations,1
sand,1
items,1
pebbles,1
beads,1
biquadrates,1
a001016,1
a000584,1
a001015,1
a001014,1
anecdote,1
hardy's,1
visit,1
godfrey,1
harold,1
hardy,1
a011541,1
taxi-cab,1
a001235,1
primo-vigesimo-centillion,1
hindu-arabic,1
ciphers,1
cyphers,1
inferred,1
consisted,1
grouping,1
hieroglyphics,1
combine,1
cumulate,1
pointless,1
sadistic,1
rural,1
asian,1
steppes,1
wasted,1
aids,1
un-needed,1
mediaeval,1
andreas,1
catalan's,1
a006752,1
repetitions,1
derangement,1
conant,1
partitions,1
cayley's,1
a000110,1
a000108,1
clumsy,1
mutual,1
orthogonality,1
role,1
matroids,1
disparate,1
ramsey's,1
subgraphs,1
compromising,1
sending,1
byte,1
accessed,1
sat,1
gigaflop,1
greedy,1
short-term,1
long-term,1
goal,1
optimum,1
megaflop,1
nonnumerical,1
emerging,1
non-existence,1
blank,1
nigel,1
cutland,1
halts,1
misconception,1
spot,1
observing,1
cpu,1
distort,1
runtime,1
generalize,1
quicksort,1
encapsulated,1
border,1
depict,1
algorithmically,1
computers,1
1930s,1
alonzo,1
church's,1
thesis,1
calculable,1
forever,1
definitely,1
cray-1,1
error-correcting,1
channel,1
hyphens,1
marcel,1
jules,1
multitape,1
read-write,1
non-deterministic,1
ntm,1
relaxes,1
puts,1
fowls,1
assigning,1
replicative,1
arrays,1
annihilates,1
stencil,1
horton,1
surrounding,1
neat,1
polyhedral,1
simplicial,1
broad,1
a003215,1
a000332,1
a038494,1
greengrocers',1
square-based,1
a002413,1
a002412,1
a002411,1
a000330,1
a060204,1
a093534,1
a000292,1
amer,1
monthly,1
99,1
403,1
422,1
a008275,1
a094216,1
a008277,1
discernible,1
parallelepipeds,1
visualisation,1
qualitiatively,1
bisection,1
co-linear,1
colinear,1
scissors,1
navigational,1
north-pointing,1
magnetized,1
overlaid,1
translations,1
reflections,1
inhabitants,1
isogonic,1
oenopides,1
chios,1
resort,1
failed,1
pappus,1
invariably,1
klaus,1
hugo,1
weyl,1
orthography,1
encodes,1
barycentre,1
apollonius',1
cochleoid,1
dictionaries,1
kappa,1
spheres,1
disposition,1
position-ratio,1
emanates,1
progressively,1
hangs,1
catenary,1
carystus,1
kampyle,1
cnidus,1
limacon,1
limaçon,1
transcription,1
domenico,1
pursuees,1
pursuee,1
pursuer's,1
tractrix,1
gaëtana,1
hump,1
brachistochrone,1
sliding,1
isochrone,1
cardioid,1
nephroid,1
tusi,1
nasir,1
al-din,1
al-tusi,1
a085565,1
cvals,1
rosette,1
orthogonally,1
contrariwise,1
self-orthogonal,1
trisectrix,1
trisection,1
dinostratus,1
gabriel's,1
torricelli's,1
trumpet,1
paradoxically,1
meridians,1
klothoid,1
clothoid,1
straightness,1
conics,1
analyses,1
tilting,1
dissertation,1
covertex,1
asymptotes,1
latus,1
rectum,1
semi-major,1
semimajor,1
semi-minor,1
semiminor,1
covertices,1
binormal,1
tnb,1
serret,1
parameterized,1
conversion,1
perturbed,1
exceeding,1
duplicate,1
cylinders,1
eight,1
suggesting,1
hypothetically,1
unlinked,1
borromeo,1
wealthy,1
merchant,1
politically,1
duchy,1
milan,1
late,1
coat,1
circumcentre,1
triangle's,1
circumscribe,1
excentre,1
ex-center,1
ex-centre,1
ecenter,1
ecentre,1
excircles,1
ex-circle,1
escribed,1
ecircle,1
ex-radius,1
eradius,1
nine-point,1
incentre,1
heath's,1
infinitude,1
actualised,1
hectagon,1
octangle,1
pentacle,1
pentangle,1
pentalpha,1
alpha,1
non-crossing,1
unofficially,1
tetragon,1
reflex-angled,1
penrose,1
rhomb,1
non-mathematically,1
cevian,1
benedetto,1
ceva,1
fermat-torricelli,1
fleenor,1
mid-line,1
pedal,1
orthocenter,1
simson's,1
decahedron,1
enneahedron,1
hendecahedron,1
heptahedron,1
vertex-transitive,1
parallelopiped,1
pentahedron,1
rhombi,1
antiprism,1
pseudo-rhombicuboctahedron,1
employs,1
rhombic,1
non-regular,1
preferring,1
endfaces,1
square-sided,1
spoken,1
long-di-tude,1
gren-itch,1
gren-idge,1
astrolabe,1
disks,1
prominent,1
gps,1
positioning,1
signals,1
receiver,1
telescope,1
adjustable,1
reflectors,1
eye,1
featured,1
omitting,1
definitive,1
domino,1
heptomino,1
hexomino,1
monomino,1
octomino,1
pentomino,1
-omino,1
-polyomino,1
tetromino,1
triomino,1
-cell,1
concurrent,1
gino,1
lorentzian,1
hendrik,1
antoon,1
lorentz,1
semi-riemannian,1
tarentum,1
cross-section,1
3-dimensional,1
flamboyant,1
tumble,1
double-napped,1
sheet,1
aperture,1
non-plane,1
twist,1
bilateral,1
self-congruence,1
usury,1
meaningless,1
amphiboly,1
baculum,1
threatens,1
dare,1
threat,1
manifestly,1
questioning,1
ban,1
concludes,1
reasonable,1
suspicious,1
i'm,1
posted,1
national,1
reporters,1
crackpots,1
passiones,1
instilling,1
emotional,1
attachment,1
embarrassment,1
distaste,1
emotive,1
hither,1
thither,1
reckless,1
scribblings,1
two-year-old,1
dodgy,1
devil-spawned,1
desire,1
fool,1
blatantly,1
evil,1
egregious,1
disgracefully-motivated,1
flim-flam,1
dispassionately,1
reviewed,1
sorry,1
offering,1
cogent,1
suspicion,1
there's,1
discern,1
something's,1
judiciously,1
manipulator,1
cogently,1
doubted,1
textspeak,1
pompous,1
windbag,1
précis,1
emotion,1
infers,1
knowledgeable,1
trustworthy,1
expert,1
infallible,1
publishes,1
trust,1
competently,1
honestly,1
plants,1
disease,1
asserted,1
invoke,1
declarative,1
indicative,1
successfully,1
requests,1
kindly,1
sit,1
exhortations,1
strike,1
forty-two,1
keyword,1
ἄτομον,1
unbreakable,1
at-tom,1
ay-tom,1
specifications,1
contravalid,1
absurdity,1
absurdism,1
blood,1
sweat,1
tears,1
unshakeable,1
tells,1
1910,1
whitehead,1
principia,1
mathematica,1
newly-introduced,1
interderivable,1
coimplicant,1
argument's,1
persuasive,1
utilizing,1
cars,1
rattle,1
rattles,1
1982,1
joyner,1
adventures,1
abound,1
imprecision,1
commission,1
deliberate,1
telling,1
slight,1
mismatch,1
implicative,1
endeavors,1
conjectures,1
affirming,1
not-true,1
disputed,1
constructivist,1
conclusive,1
unsound,1
mortal,1
yellow,1
cheese,1
johansson's,1
ingebrigt,1
johansson,1
divorced,1
peirce,1
conceded,1
1988,1
g,1
1993,1
trudeau,1
etherealized,1
absorb,1
grow,1
matt,1
westwood,1
rickety,1
gangplank,1
unshakeably,1
modifies,1
truth-functionality,1
imply,1
tuesday,1
operates,1
denial,1
grips,1
convey,1
sane,1
epistemic,1
multi-modal,1
full-fledged,1
formalism,1
employing,1
lumping,1
defies,1
puzzling,1
is',1
clinton,1
favourite,1
determination,1
predlog,1
request,1
arguer,1
supposition,1
premiss,1
premisses,1
invoking,1
disproved,1
appreciating,1
narrowing,1
undiscovered,1
100,1
owe,1
virtually,1
instrument,1
blunt,1
knife,1
exclusions,1
syllogistic,1
truism,1
definer,1
regress,1
concatenated,1
compute,1
one-variable,1
computes,1
provoke,1
alignment,1
underpins,1
movie,1
stills,1
bricks,1
2d,1
carrier,1
3d,1
apparatuses,1
metalanguages,1
metatheorem,1
parse,1
phrased,1
pay,1
left-to-right,1
limitations,1
quickly,1
resorts,1
substring,1
subcategorized,1
abbrevated,1
refining,1
prevalent,1
non-terminals,1
terminals,1
build,1
adjusted,1
alter,1
excludes,1
explicating,1
grammars,1
verified,1
subexpression,1
parsability,1
woof,1
oof,1
descriptions,1
mess,1
saying,1
nullary,1
forget,1
broader,1
1996,1
jerome,1
keisler,1
joel,1
robbin,1
entailment,1
inspected,1
falsities,1
tabular,1
soundness,1
surprising,1
-theorems,1
sensible,1
optionally,1
pfi,1
pmi,1
pcfi,1
course-of-values,1
-automorphism,1
-embedding,1
forks,1
-sized,1
witnessed,1
subcategory,1
adhered,1
ensuring,1
dealt,1
sees,1
substitutable,1
sloth,1
qualified,1
categorize,1
wet,1
being-wet,1
tenets,1
sequent's,1
nu,1
nnf,1
inspection,1
succumb,1
5,1
truth-function,1
alternant,1
alternation,1
unspoken,1
disallows,1
non-equivalence,1
aut,1
inclusive,1
implicans,1
protasis,1
causal,1
implicate,1
apodosis,1
curiosity,1
i've,1
makeup,1
rephrased,1
subalternate,1
subimplicant,1
superalternate,1
superimplicant,1
orman,1
driving,1
whomever,1
singled,1
clauses,1
expressively,1
1946,1
methodology,1
sciences,1
categorises,1
contingent,1
merit,1
single-line,1
abbreviatory,1
manipulations,1
recreations,1
ernő,1
rubik,1
layer,1
breyer,1
non-integer,1
rózsa,1
péter,1
niven,1
defective,1
almost-perfect,1
triplets,1
automorph,1
biquadratic,1
brown,1
presupposes,1
korselt's,1
a102540,1
jingrun,1
lothar,1
factorable,1
factorizable,1
lamé's,1
lamé,1
quarterly,1
a036057,1
multiply-perfect,1
multiperfect,1
anyway,1
worthy,1
a091191,1
quasi-perfect,1
a005101,1
a004394,1
a071395,1
a006037,1
a000079,1
a005100,1
-fold,1
fourfold,1
four-fold,1
tri-perfect,1
a027687,1
a005820,1
a000396,1
1997,1
jocular,1
pseudonymously,1
a034885,1
a002093,1
a006036,1
a005835,1
crowd,1
l'on,1
considère,1
entier,1
ses,1
ainsi,1
suite,1
obtient,1
poussé,1
indéfiniment,1
se,1
présenter,1
sous,1
trois,1
différents,1
souvent,1
finit,1
tomber,1
premier,1
puis,1
l'unité,1
fini,1
retrouve,1
à,1
donné,1
déjà,1
rencontré,1
indéfini,1
périodique,1
n'a,1
qu'un,1
ce,1
parfait,1
ces,1
sont,1
amiables,1
pourrait,1
appeler,1
garder,1
même,1
terminologie,1
sociables,1
exemple,1
nd,1
a002046,1
thabit's,1
a003226,1
a002445,1
a027641,1
a027642,1
a002997,1
-dickson,1
fcf,1
icf,1
scf,1
sfcf,1
sicf,1
a002064,1
a005849,1
a006567,1
a006862,1
a000215,1
a019434,1
a001567,1
a000045,1
a039834,1
alphabets,1
tribonacci,1
repfigit,1
repetitive,1
fibonacci-like,1
millin,1
dale,1
miller,1
a007850,1
a005349,1
a002182,1
a053816,1
a006887,1
a000032,1
a006972,1
seed,1
kin,1
a023108,1
a000225,1
a001348,1
cototient,1
a005278,1
totient,1
a005277,1
effort,1
illegal,1
practising,1
pragmatism,1
indignation,1
rage,1
fury,1
mnemonically,1
strictures,1
career,1
editing,1
websites,1
guarded,1
pseudonym,1
alias,1
uncovered,1
lengthy,1
awaits,1
literarily,1
spirit,1
essence,1
fantasy,1
blazing,1
emission,1
attained,1
displaced,1
eagerly,1
midair,1
tongues,1
shoot,1
bubbles,1
pseudo-science,1
gematria,1
arithmology,1
practitioner,1
